scene_name,scene_description,timestamp_mean,timestamp_max,annotation_count_mean,annotation_count_max,official_detection_class_count_mean,official_detection_class_count_max,official_eval_eligible_count_mean,official_eval_eligible_count_max,official_eval_eligible_prop_mean,official_eval_eligible_prop_max,vru_count_mean,vru_count_max,vehicle_count_mean,vehicle_count_max,static_count_mean,static_count_max,other_count_mean,other_count_max,weighted_complexity_mean,weighted_complexity_max,count_score_mean,count_score_max,visibility_mean_score_mean,visibility_mean_score_max,visibility_max_score_mean,visibility_max_score_max,visibility_token_1_prop_mean,visibility_token_1_prop_max,visibility_token_2_prop_mean,visibility_token_2_prop_max,visibility_token_3_prop_mean,visibility_token_3_prop_max,visibility_token_4_prop_mean,visibility_token_4_prop_max,lidar_sparsity_mean_score_mean,lidar_sparsity_mean_score_max,lidar_sparsity_max_score_mean,lidar_sparsity_max_score_max,lidar_points_median_mean,lidar_points_median_max,lidar_points_p10_mean,lidar_points_p10_max,lidar_zero_point_prop_mean,lidar_zero_point_prop_max,official_zero_sensor_point_prop_mean,official_zero_sensor_point_prop_max,distance_ego_mean_m_mean,distance_ego_mean_m_max,distance_ego_median_m_mean,distance_ego_median_m_max,distance_over_40m_prop_mean,distance_over_40m_prop_max,truncation_mean_ratio_mean,truncation_mean_ratio_max,truncation_max_ratio_mean,truncation_max_ratio_max,truncation_mean_score_mean,truncation_mean_score_max,truncation_max_score_mean,truncation_max_score_max,perception_difficulty_score_mean,perception_difficulty_score_max
scene-0008,"Several moving pedestrians, parked cards and motorcycle",1531884287533795.5,1531884297050805,15.4,24,15.4,24,10.05,18,0.6804656865826775,1.0,12.35,21,3.05,4,0.0,0,0.0,0,27.75,45.0,9.375,10.0,3.1572861948423094,5.8,9.6,10.0,0.21357518652153695,0.5,0.1001191648768291,0.3125,0.10690005849637867,0.4166666666666667,0.5794055901052553,0.9411764705882353,7.387178536790531,9.083333333333334,10.0,10.0,5.125,13.5,0.9200000000000002,3.4000000000000004,0.13781892205923033,0.4666666666666667,0.1339908776835853,0.4666666666666667,31.398369086324642,42.50980175583158,28.067905128188375,40.508504465394935,0.26038454774182157,0.5625,0.012086966590671645,0.0795454599322743,0.13634487380494167,0.8909449557023232,0.19611519607843136,1.4166666666666667,2.0,10.0,59.5936856110161,76.60714285714286
scene-0053,"Cross intersection in group of cars, peds, bike rack",1532402427715646.8,1532402437297184,21.53846153846154,29,19.358974358974358,23,12.794871794871796,17,0.6074400492599541,0.8888888888888888,10.615384615384615,18,10.282051282051283,12,0.6410256410256411,1,0.0,0,31.833333333333332,46.5,9.871794871794872,10.0,1.9189722959054638,4.045454545454546,9.35897435897436,10.0,0.11775933147066912,0.32142857142857145,0.059097911535457945,0.16666666666666666,0.10923120015018903,0.2857142857142857,0.7139115568436839,0.9444444444444444,7.674889336941358,8.73913043478261,10.0,10.0,4.102564102564102,9.0,0.22564102564102567,2.0,0.2005696990754816,0.4074074074074074,0.1685167217047785,0.4074074074074074,36.106605887042974,42.28027445141577,33.030849722765524,42.51127080998996,0.349371732083792,0.5185185185185185,0.00951777598086099,0.04558585936329963,0.17390656532250923,0.866131327902693,0.1467553682634654,0.6666666666666666,2.641025641025641,10.0,59.44630267557879,71.12781954887218
scene-0001,"Construction, maneuver between several trucks",1531883540242854.5,1531883549948947,12.55,17,11.225,14,8.025,12,0.651402331328802,0.9,3.775,7,5.925,7,1.525,3,1.325,3,14.9,22.5,7.75,10.0,2.1336753422231363,3.5,9.325,10.0,0.17940420282332048,0.3333333333333333,0.03545886711327888,0.13333333333333333,0.030473748065659827,0.14285714285714285,0.7546631819977409,1.0,6.300225040482394,8.0,10.0,10.0,8.6375,24.0,1.1075000000000002,4.0,0.12250321165762341,0.4,0.10546108711549888,0.3,30.64539066345842,40.48004839093514,24.45431147190589,41.01398047682281,0.26023128219819397,0.6,0.03636007862953212,0.13604448129453553,0.33426158721244265,0.9793017931984622,0.5702057297277886,2.3,5.125,10.0,58.86300873204759,73.71428571428572
scene-0027,"Delivery motorcycle turns left, veh turn right",1531886128251242.5,1531886138048592,19.35,31,18.85,30,9.35,25,0.5319447725370263,1.0,10.25,29,5.25,7,3.55,8,0.3,1,27.675,59.5,8.75,10.0,3.0259948207876635,6.666666666666667,9.825,10.0,0.24357721616515465,0.6666666666666666,0.04354744978020173,0.1875,0.0951301702249016,0.26666666666666666,0.617745163829742,0.9354838709677419,8.124500765998798,9.5,10.0,10.0,4.1625,18.5,0.34500000000000003,2.5,0.19948141065610983,0.4117647058823529,0.17498807100049837,0.37037037037037035,37.94861018361975,53.68516469942556,37.62768345014781,64.02600123828698,0.39383581284512875,0.7916666666666666,0.006156875074580959,0.07862621266299756,0.0625983763808693,0.47175727597798534,0.10515030946065429,1.1666666666666667,1.1,7.0,58.47235128035302,70.40816326530611
scene-0050,"Narrow street, seveal peds, shadows, turn left, parked motorcycle",1532402288663277.5,1532402298197808,13.846153846153847,25,13.64102564102564,25,8.35897435897436,18,0.6090363363675849,0.875,10.333333333333334,22,3.3076923076923075,5,0.20512820512820512,1,0.0,0,24.076923076923077,47.0,8.333333333333334,10.0,3.075219429405778,5.421052631578948,9.846153846153847,10.0,0.2067079993517965,0.42105263157894735,0.10752120449662307,0.35,0.08516366813715044,0.375,0.60060712801443,0.9,7.763391509456151,9.526315789473685,10.0,10.0,3.871794871794872,12.0,0.4025641025641026,2.8,0.18413031205000308,0.375,0.16110241402210504,0.375,35.671970877339575,53.75190974045008,32.04143350308319,50.359373960805414,0.37666048185783735,0.8,0.006080371012208601,0.0634054048516409,0.07090202500382875,0.8707876402315364,0.10878001098824897,1.4,1.1025641025641026,10.0,57.47063175985924,75.77142857142857
scene-0051,"Pass parked vehicles, peds, arrive at intersection",1532402315763214.2,1532402325447746,19.384615384615383,30,19.384615384615383,30,13.282051282051283,24,0.6762109546045412,1.0,5.3076923076923075,9,3.0256410256410255,4,11.051282051282051,19,0.0,0,19.166666666666668,28.5,8.333333333333334,10.0,2.641546928002698,5.0,9.307692307692308,10.0,0.1790344066891522,0.5,0.06419070014839943,0.2857142857142857,0.1339559866907934,0.3333333333333333,0.622818906471655,1.0,7.300449587418557,9.25,9.923076923076923,10.0,7.910256410256411,71.0,0.6076923076923078,5.3,0.17119160817763945,0.3793103448275862,0.1646302734603827,0.3793103448275862,28.481126957117684,37.902983222876706,25.83964883085388,37.41631429324697,0.19477293164517873,0.5,0.020013780327993943,0.14315867845864086,0.14486534630362477,0.8589520707518452,0.2971524006006765,2.0,2.1794871794871793,10.0,57.118198085159534,67.14285714285714
scene-0020,"Turn right, walking peds, pedestrian in blind spot in couple of frames, car park exit",1531885917175508.0,1531885926698295,18.333333333333332,22,18.333333333333332,22,13.743589743589743,19,0.7495269221662411,0.9090909090909091,12.35897435897436,16,3.9743589743589745,6,2.0,4,0.0,0,29.692307692307693,37.0,10.0,10.0,1.2483504813613173,2.85,9.153846153846153,10.0,0.09752744961723289,0.25,0.030369006065600494,0.13636363636363635,0.02016431424326161,0.1111111111111111,0.851939230073905,1.0,8.016970987675322,8.947368421052632,10.0,10.0,3.282051282051282,9.0,0.5717948717948718,4.0,0.1192016503162014,0.2631578947368421,0.11614272094148255,0.2631578947368421,31.02197853302471,36.37469530854387,31.331933078400642,37.7531163988105,0.2302315417640495,0.4444444444444444,0.0049004598931760394,0.05026923851268467,0.06887752115572353,0.5529616236395314,0.09659365975155448,0.9090909090909091,1.4102564102564104,10.0,57.03716813270108,71.5079365079365
scene-0031,"Construction, workers sitting on grass, garbage",1531886232196298.5,1531886241948703,14.95,25,14.525,25,12.725,24,0.8461389320220842,1.0,6.625,16,4.575,7,3.325,8,0.425,1,19.7,39.0,7.75,10.0,3.354142068059107,7.833333333333333,9.7,10.0,0.18464735821864978,0.6666666666666666,0.16659661582024116,0.6666666666666666,0.11383072504364064,0.5,0.5349253009174684,0.8,6.267414017781025,8.117647058823529,9.75,10.0,12.025,40.0,2.875,38.4,0.04306613333739293,0.3333333333333333,0.018841921913693015,0.1111111111111111,25.277493601010256,36.20580884619841,23.146979979118687,39.1183516746827,0.12433689309056957,0.4666666666666667,0.012575187380549737,0.07948668185160998,0.14969443680924158,0.7664534659817066,0.20701345755693584,1.4,2.4,10.0,56.32652791913868,71.5079365079365
scene-0062,"Change lane, parked cars, overhead walkways",1533153254882327.5,1533153264447331,14.846153846153847,25,14.846153846153847,25,9.948717948717949,15,0.6841029891516809,0.8571428571428571,0.0,0,9.0,15,5.846153846153846,19,0.0,0,11.923076923076923,15.5,5.128205128205129,10.0,3.8757863343511585,7.428571428571429,9.692307692307692,10.0,0.2864348076235741,0.6428571428571429,0.10877152008373728,0.3076923076923077,0.0833458725097521,0.46153846153846156,0.5214477997829365,0.9130434782608695,6.852377844246819,9.64,9.923076923076923,10.0,19.0,197.0,0.7230769230769232,6.5,0.15086432368500047,0.3888888888888889,0.10991856004692913,0.3888888888888889,32.106914752403405,42.91844213011765,25.674103309436383,43.67296142145523,0.2774036970672816,0.6923076923076923,0.017436129745712164,0.08703915172151114,0.1678780259294795,0.5659887628211259,0.30299789032820706,1.5384615384615385,2.923076923076923,10.0,55.282612479418354,68.77551020408164
scene-0010,"Parked motorcycle, person pickung up garbage, pass construction vehicles and entrance to construction site",1531884400766987.5,1531884410398855,10.0,22,10.0,22,6.65,14,0.6629410866910866,1.0,2.1,4,6.825,9,1.075,12,0.0,0,11.5625,18.5,5.375,10.0,3.3736663336663333,5.666666666666667,9.425,10.0,0.23814387001887,0.5,0.10875568875568875,0.3333333333333333,0.07697927072927073,0.2222222222222222,0.5761211704961705,1.0,5.257353341103341,9.0,9.775,10.0,29.7125,138.0,3.47,25.200000000000003,0.038566919191919194,0.2222222222222222,0.030511363636363635,0.2222222222222222,38.226594882729344,48.8927466841289,34.88444741168454,54.579209822118536,0.4138013375513375,0.6666666666666666,0.05147911909288795,0.23069157196697215,0.2905123611873547,0.8899028952478415,0.8405970418470419,3.3333333333333335,4.575,10.0,55.17373816659531,66.98412698412699
scene-0044,"Truck turns, parked cars, bump, bikes",1532401769264197.5,1532401778897322,9.525,15,8.025,13,6.125,12,0.6188961732711733,0.9,3.0,6,4.875,10,0.15,1,1.5,2,11.7,18.5,6.25,10.0,4.021362873237873,6.083333333333333,9.15,10.0,0.26179168054168056,0.5,0.10468358030858031,0.5,0.22355366855366854,0.6,0.4099710705960706,0.8571428571428571,7.004405525030525,9.7,10.0,10.0,7.5875,50.0,1.645,6.0,0.08744040681540681,0.2857142857142857,0.08238990176490177,0.2857142857142857,31.640855853421982,46.321497233547106,27.542878299976074,45.32790641467604,0.27649503274503273,0.8,0.0136827967423921,0.13338789630672399,0.11016041671358175,0.8185697273379811,0.21827235264735262,2.0,1.725,10.0,54.81291535845107,75.04761904761905
scene-0060,"Wait at intersection, bike on sidewalk, worker blowing leaves, bicycle crossing",1532402885212849.5,1532402894947537,6.975,9,6.975,9,5.775,7,0.8389880952380953,1.0,3.5,5,3.475,4,0.0,0,0.0,0,10.475,14.0,5.0,5.0,3.186607142857143,5.0,10.0,10.0,0.30794642857142857,0.5,0.010714285714285714,0.14285714285714285,0.010714285714285714,0.14285714285714285,0.670625,0.875,4.696111111111111,6.625,9.5,10.0,26.875,126.0,4.805,24.0,0.06160714285714286,0.2857142857142857,0.05178571428571428,0.2857142857142857,24.226667814664,30.309244477871406,20.440644995700843,28.84743876006053,0.24380952380952378,0.375,0.04874138498863645,0.2229176568900265,0.29448204804782396,0.9432133747852006,0.8709424603174604,2.857142857142857,5.1,10.0,54.79094387755102,64.89795918367348
scene-0093,"Turn right, parking lots, cross intersection",1533151192018047.2,1533151201647160,42.282051282051285,54,42.282051282051285,54,25.05128205128205,34,0.6012787181015872,0.8928571428571429,2.1025641025641026,4,33.84615384615385,43,6.333333333333333,13,0.0,0,41.217948717948715,52.0,9.871794871794872,10.0,0.20884140913844,0.625,5.410256410256411,10.0,0.012350541517208184,0.0625,0.000693000693000693,0.02702702702702703,0.026828329705117764,0.08571428571428572,0.9601281280846734,1.0,7.354610227908343,8.64864864864865,10.0,10.0,4.653846153846154,44.5,0.1282051282051282,2.0,0.23782402379987588,0.4,0.20307520547155067,0.3333333333333333,40.130391850985454,49.67013095403822,36.031619030088436,47.71121171817087,0.4291879861982254,0.65,0.011817332904312661,0.07325206301590848,0.24104459074189366,0.8491016354400255,0.21252179700597637,1.205128205128205,4.076923076923077,10.0,53.049925418610165,65.83011583011583
scene-0013,"Follow bus, parked cars, trash cans, parked bicycles, nature",1531885349633491.2,1531885359199050,11.55,18,10.375,17,5.55,13,0.4912994256560433,1.0,1.075,3,8.1,13,1.2,3,1.175,3,11.4375,18.5,5.75,10.0,3.6465406346104876,5.615384615384615,9.5,10.0,0.23145258132390487,0.5384615384615384,0.15360532033326152,0.35294117647058826,0.08559252634620282,0.29411764705882354,0.5293495719966308,1.0,7.369627335491306,9.285714285714286,9.5,10.0,8.2875,84.0,4.5424999999999995,84.0,0.24653456429191722,0.75,0.21475540390981568,0.6153846153846154,45.11209810203707,77.6465406678061,47.45138390448069,97.55986890910856,0.428739746772835,0.8666666666666667,0.004669799999956739,0.0625,0.0641827501532466,1.0,0.05700812667724433,0.6363636363636364,0.8,10.0,52.31882299539863,63.66071428571429
scene-0015,"Narrow road, following bus, bus on opposite lane, parked cars",1531885426734960.2,1531885436448657,11.575,17,10.0,15,8.0,13,0.7002868455074338,1.0,1.125,2,7.875,11,1.0,3,1.575,2,11.4125,17.0,5.375,10.0,3.5153318250377077,5.75,9.7,10.0,0.2033195297349709,0.5,0.1227059766214178,0.4,0.2077315637793579,0.5294117647058824,0.4662429298642534,0.75,5.589057651906916,7.0,10.0,10.0,16.1,36.0,1.8525000000000003,4.5,0.07535431480284421,0.25,0.07066681480284422,0.25,30.215548748918643,42.91558760493168,27.754433145475485,38.201848482462495,0.2003590282266753,0.4,0.01039654022666337,0.0702910720496214,0.1050540567317471,0.784907340085778,0.19257662680456797,1.2142857142857142,2.025,10.0,51.995665862498846,67.81512605042018
scene-0038,"Parked construction vehicles, peds, garbage",1532400349434169.5,1532400359198377,10.95,21,9.975,18,7.925,17,0.7211338418633311,1.0,3.55,10,4.45,5,1.975,5,0.975,3,13.025,27.5,5.5,10.0,2.391064393874959,3.8333333333333335,8.675,10.0,0.13033658807652615,0.3333333333333333,0.07137506166434185,0.25,0.1960243604864348,0.8,0.6022639897726971,0.875,6.625264419532995,8.8,9.775,10.0,8.1375,21.0,2.0375,6.0,0.06963262464229956,0.25,0.049727091578871764,0.2,30.343041696270415,51.954739932334306,25.940807452030658,52.97186048853348,0.2512436421937196,0.75,0.021629847581785506,0.13725144737132328,0.21358361528866032,0.8999114304373728,0.3083257753168744,1.875,2.925,10.0,51.71379226960689,74.73214285714286
scene-0009,"Peds crossing, parked cars, garbage, peds waiting",1531884307527495.8,1531884317150380,8.85,22,8.525,21,6.0,21,0.6239086587432175,1.0,4.2,9,3.925,8,0.4,9,0.325,1,12.6875,25.0,6.0,10.0,2.4269029132632074,5.5,6.975,10.0,0.1539344295410472,0.4166666666666667,0.07578229368670544,0.3333333333333333,0.11902752068193245,0.3333333333333333,0.6512557560903149,1.0,7.658927855233003,10.0,10.0,10.0,5.6125,25.0,1.6125,5.2,0.05161687577128754,0.36363636363636365,0.0495335424379542,0.36363636363636365,38.542742097501055,64.52181964205158,35.14357519991629,64.52181964205158,0.4037199667162903,1.0,0.018634907317659072,0.1110878948887604,0.16503627883807914,0.8337136332644045,0.30555385178546945,1.7,2.5,10.0,51.23769231468812,72.85714285714286
scene-0056,"Peds, nature, construction, trash can, parked truck, turn right",1532402731412683.0,1532402741048211,8.268292682926829,13,7.634146341463414,12,4.170731707317073,9,0.5134406244162342,1.0,2.5121951219512195,5,5.121951219512195,8,0.0,0,0.6341463414634146,2,10.463414634146341,17.5,5.365853658536586,10.0,2.537222668929986,5.75,8.634146341463415,10.0,0.15326015447966668,0.5,0.10647617964691136,0.5,0.08642928886831326,0.375,0.6538343770051087,1.0,8.592939919159432,10.0,9.853658536585366,10.0,3.7804878048780486,16.5,1.151219512195122,7.300000000000001,0.1295624429770771,0.42857142857142855,0.09459314398338789,0.42857142857142855,45.65787054481615,67.6757851244606,43.63497838596128,83.11897642552064,0.538768142426679,1.0,0.0011523959952922404,0.02466481859091099,0.014430332884748617,0.32064264168184287,0.019230769230769232,0.5384615384615384,0.24390243902439024,7.0,50.352791904185636,68.79120879120879
scene-0041,"Turn left, arrive at busy intersection, red light",1532401500351643.0,1532401509946870,18.175,40,18.175,40,3.475,8,0.29652891312050794,0.75,0.55,1,4.575,7,13.05,32,0.0,0,12.2,25.0,5.125,10.0,2.63380698169168,6.666666666666667,8.175,10.0,0.18220336157189604,0.6666666666666666,0.08949471421130903,0.3333333333333333,0.061770122164518715,0.25,0.6665318020522762,1.0,8.137416316225584,9.785714285714286,9.925,10.0,5.1625,33.0,1.1700000000000002,9.0,0.2575161763329867,0.7931034482758621,0.2447877648976787,0.7241379310344828,55.19958084086871,80.23003067986113,56.17561603243507,86.28240886817242,0.7376092065488618,1.0,0.01780384501261865,0.2691647591880531,0.06407005479295688,0.8074942775641594,0.2560929610929611,3.3333333333333335,0.975,10.0,50.32473751287175,63.22448979591837
scene-0055,"Bus stop left, parked cars right, oncoming bus",1532402593067878.5,1532402602697536,12.225,39,12.05,38,6.55,19,0.6029801397540367,1.0,3.475,8,4.85,11,3.725,24,0.175,1,13.75,34.5,5.375,10.0,3.0775779721367957,6.818181818181818,8.5,10.0,0.20429677586846706,0.5909090909090909,0.09377373885645944,0.42857142857142855,0.12606468048563638,0.375,0.5758648047894371,1.0,6.795243374884919,9.555555555555555,9.675,10.0,26.45,279.0,2.3400000000000003,21.7,0.15914600989968636,0.375,0.14062749138116787,0.3333333333333333,36.226194009158384,56.69684398250295,32.767192547851764,57.75967163219897,0.3349366197527962,1.0,0.013173411229662299,0.12308546008396454,0.07489988801891818,0.8135337111435212,0.20037774725274726,2.0,1.025,10.0,49.497427277534946,66.1038961038961
scene-0052,"Oncoming car in the same lane, overtake parked car, turn left",1532402335790412.0,1532402345447736,8.825,15,8.825,15,6.025,10,0.7087504162504162,1.0,2.2,3,4.35,6,2.275,10,0.0,0,9.8875,13.5,4.25,5.0,1.9703887085137086,6.25,6.6,10.0,0.15411796536796535,0.5714285714285714,0.039117063492063495,0.2857142857142857,0.0517965367965368,0.42857142857142855,0.7549684343434343,1.0,6.119061910311911,8.583333333333334,10.0,10.0,26.2875,488.0,4.7975,97.60000000000001,0.14220716783216783,0.5,0.08846528471528471,0.4166666666666667,28.85659421048576,45.913839763530454,26.27577208392559,51.24393868631118,0.3049454711954712,0.7333333333333333,0.05877222658317808,0.3225247247953967,0.31643830472386014,0.9736522873789009,0.9025396825396825,4.333333333333333,4.75,10.0,49.41712900195043,66.88311688311688
scene-0033,"Low traffic, following bus",1531886332197783.2,1531886341899596,4.825,9,4.825,9,1.85,3,0.41287698412698415,1.0,0.55,1,4.275,9,0.0,0,0.0,0,5.375,9.0,2.25,5.0,3.7349404761904763,6.714285714285714,8.0,10.0,0.15466269841269842,0.5714285714285714,0.18337301587301585,0.5,0.30156746031746035,0.5,0.3603968253968254,0.75,7.642658730158731,9.4,9.925,10.0,4.5,49.0,1.1375,16.200000000000003,0.2560714285714286,0.6,0.2125,0.6,55.2354344081236,65.81727215152208,55.10048477365981,71.75031399887648,0.6955357142857144,1.0,0.001996865516425539,0.07987462065702156,0.009984327582127694,0.3993731032851078,0.034999999999999996,1.4,0.175,7.0,45.37514172335601,57.714285714285715
scene-0012,"Nature, bus stop, parked cars, bus exits from the intersection",1531885329733730.8,1531885339547352,2.425,4,2.425,4,1.75,4,0.6583333333333333,1.0,0.45,1,1.975,3,0.0,0,0.0,0,2.875,5.0,0.0,0.0,5.3,10.0,7.775,10.0,0.35833333333333334,1.0,0.16666666666666666,1.0,0.18333333333333332,1.0,0.29166666666666663,1.0,6.55625,10.0,7.45,10.0,32.5625,224.5,20.935,126.8,0.16666666666666666,1.0,0.13333333333333333,1.0,38.24249380164009,63.795275885216284,38.72436390980547,63.795275885216284,0.4791666666666667,1.0,0.02411111095151367,0.1891692665398523,0.04706541478720598,0.34852063905642516,0.5020833333333333,3.3333333333333335,0.925,7.0,40.726190476190474,63.57142857142857
scene-0034,"No traffic, dead end street, overtake parked truck",1531886392176871.0,1531886401698944,2.4615384615384617,4,2.4615384615384617,4,1.9487179487179487,4,0.6688034188034188,1.0,0.0,0,2.4615384615384617,4,0.0,0,0.0,0,2.4615384615384617,4.0,0.0,0.0,4.004273504273504,10.0,6.282051282051282,10.0,0.2222222222222222,1.0,0.15384615384615385,1.0,0.23504273504273504,1.0,0.3888888888888889,1.0,5.267094017094017,10.0,7.461538461538462,10.0,314.7307692307692,3233.0,103.4974358974359,788.0,0.09401709401709402,1.0,0.05555555555555555,1.0,39.88030866828834,97.35962448960618,37.852757856357634,97.35962448960618,0.40384615384615385,1.0,0.06410354199334878,0.3955225636036371,0.15687096112582166,0.7910451272072742,0.9230769230769231,5.0,2.41025641025641,10.0,37.64041514041514,64.28571428571429
scene-0014,"Follow bus, cross intersection, nature",1531885406559971.5,1531885416299340,2.775,6,2.775,6,2.125,5,0.81875,1.0,0.825,2,1.95,4,0.0,0,0.0,0,3.6,8.0,1.875,5.0,1.3541666666666667,5.75,3.45,10.0,0.08125,0.5,0.05291666666666667,0.5,0.05708333333333333,0.25,0.8087500000000001,1.0,3.937083333333333,8.333333333333334,5.925,10.0,284.0,1147.0,276.0225,1147.0,0.1,0.5,0.07083333333333333,0.5,29.932394401865178,45.22857966510539,28.443278535162694,45.22857966510539,0.20791666666666667,0.6666666666666666,9.317283225966413e-05,0.003726913290386565,0.0005590369935579848,0.02236147974231939,0.0,0.0,0.0,0.0,23.630357142857143,55.0
scene-0032,"Turn left, motorcycle driving, ped sitting",1531886252271289.5,1531886262048818,3.325,5,3.325,5,2.925,4,0.9033333333333333,1.0,0.95,2,2.375,3,0.0,0,0.0,0,4.275,7.0,0.375,5.0,0.40041666666666664,3.3333333333333335,1.425,10.0,0.022916666666666665,0.3333333333333333,0.017499999999999998,0.25,0.01625,0.25,0.9433333333333334,1.0,3.66,7.666666666666667,7.1,10.0,57.1,168.0,19.62,70.5,0.03333333333333333,0.5,0.03333333333333333,0.5,22.739262727779533,40.61833854620899,21.855386767870304,45.506741531543305,0.13666666666666666,0.8,0.016022152035466156,0.0980440306407756,0.06408860814186462,0.3921761225631024,0.33125,1.75,1.325,7.0,20.880952380952383,44.28571428571429
